Date,Open,High,Low,Close,Adj Close,Volume
2020-01-14,60400.0,61000.0,59900.0,60000.0,53850.59375,16906295
2020-01-15,59500.0,59600.0,58900.0,59000.0,52953.07421875,14300928
2020-01-16,59100.0,60700.0,59000.0,60700.0,54478.83984375,14381774
2020-01-17,61900.0,62000.0,61000.0,61300.0,55017.34765625,16025661
2020-01-20,62000.0,62800.0,61700.0,62400.0,56004.609375,12528855
2020-01-21,62000.0,62400.0,61200.0,61400.0,55107.09375,11142693
2020-01-22,60500.0,62600.0,60400.0,62300.0,55914.85546875,15339565
2020-01-23,61800.0,61800.0,60700.0,60800.0,54568.5859375,14916555
2020-01-28,59400.0,59400.0,58300.0,58800.0,52773.57421875,23664541
2020-01-29,59100.0,59700.0,58800.0,59100.0,53042.828125,16446102
2020-01-30,58800.0,58800.0,56800.0,57200.0,51337.5625,20821939
2020-01-31,57800.0,58400.0,56400.0,56400.0,50619.5390625,19749457
2020-02-03,55500.0,57400.0,55200.0,57200.0,51337.5625,23995260
2020-02-04,57100.0,59000.0,56800.0,58900.0,52863.3203125,21800192
2020-02-05,60000.0,60200.0,58900.0,59500.0,53401.82421875,19278165
2020-02-06,60100.0,61100.0,59700.0,61100.0,54837.8359375,14727159
2020-02-07,61100.0,61200.0,59700.0,60400.0,54209.58984375,16402493
2020-02-10,59200.0,59800.0,59100.0,59700.0,53581.3359375,13107121
2020-02-11,59800.0,60700.0,59700.0,59900.0,53760.828125,11071231
2020-02-12,60300.0,60700.0,59700.0,60500.0,54299.33984375,12904207
2020-02-13,61200.0,61600.0,60500.0,60700.0,54478.83984375,18449775
2020-02-14,60900.0,61900.0,60200.0,61800.0,55466.09765625,13276067
2020-02-17,61600.0,62000.0,61200.0,61500.0,55196.8515625,8740596
2020-02-18,60800.0,60900.0,59700.0,59800.0,53671.08984375,16674266
2020-02-19,59800.0,60400.0,59400.0,60200.0,54030.0859375,12951496
2020-02-20,60700.0,61300.0,59600.0,60000.0,53850.59375,14591924
2020-02-21,58800.0,59800.0,58500.0,59200.0,53132.58203125,13777393
2020-02-24,57400.0,58100.0,56800.0,56800.0,50978.55078125,25627537
2020-02-25,56200.0,58000.0,56200.0,57900.0,51965.8203125,23885408
2020-02-26,56000.0,57000.0,56000.0,56500.0,50709.30078125,25483102
2020-02-27,56300.0,56900.0,55500.0,55900.0,50170.796875,23209541
2020-02-28,55000.0,55500.0,54200.0,54200.0,48645.0234375,30054227
2020-03-02,54300.0,55500.0,53600.0,55000.0,49363.03515625,30403412
2020-03-03,56700.0,56900.0,55100.0,55400.0,49722.04296875,30330295
2020-03-04,54800.0,57600.0,54600.0,57400.0,51517.0625,24765728
2020-03-05,57600.0,58000.0,56700.0,57800.0,51876.0703125,21698990
2020-03-06,56500.0,57200.0,56200.0,56500.0,50709.30078125,18716656
2020-03-09,56500.0,56500.0,56500.0,56500.0,50709.30078125,0
2020-03-10,53800.0,54900.0,53700.0,54600.0,49004.03515625,32106554
2020-03-11,54300.0,54400.0,52000.0,52100.0,46760.265625,45707281
2020-03-12,52100.0,52100.0,52100.0,52100.0,46760.265625,0
2020-03-13,47450.0,51600.0,46850.0,49950.0,44830.6015625,59462933
2020-03-16,50100.0,50900.0,48800.0,48900.0,43888.2265625,33339821
2020-03-17,46900.0,49650.0,46700.0,47300.0,42452.21875,51218151
2020-03-18,47750.0,48350.0,45600.0,45600.0,40926.44140625,40152623
2020-03-19,46400.0,46650.0,42300.0,42950.0,38548.0390625,56925513
2020-03-20,44150.0,45500.0,43550.0,45400.0,40746.94140625,49730008
2020-03-23,42600.0,43550.0,42400.0,42500.0,38144.16015625,41701626
2020-03-24,43850.0,46950.0,43050.0,46950.0,42138.0859375,49801908
2020-03-25,48950.0,49600.0,47150.0,48650.0,43663.84765625,52735922
2020-03-26,49000.0,49300.0,47700.0,47800.0,42900.9609375,42185129
2020-03-27,49600.0,49700.0,46850.0,48300.0,43349.71484375,39896178
2020-03-30,47050.0,48350.0,46550.0,47850.0,43262.921875,26797395
2020-03-31,48000.0,48500.0,47150.0,47750.0,43172.50390625,30654261
2020-04-01,47450.0,47900.0,45800.0,45800.0,41409.44921875,27259532
2020-04-02,46200.0,46850.0,45350.0,46800.0,42313.58203125,21621076
2020-04-03,47400.0,47600.0,46550.0,47000.0,42494.41015625,22784682
2020-04-06,47500.0,48800.0,47250.0,48700.0,44031.4375,23395726
2020-04-07,49650.0,50200.0,49000.0,49600.0,44845.16015625,31524034
2020-04-08,49600.0,49750.0,48600.0,48600.0,43941.03125,25010314
2020-04-09,49750.0,49800.0,48700.0,49100.0,44393.09765625,22628058
2020-04-10,48950.0,49250.0,48650.0,49250.0,44528.70703125,17839111
2020-04-13,48650.0,48900.0,48300.0,48300.0,43669.77734375,14431800
2020-04-14,48800.0,49200.0,48300.0,49000.0,44302.6796875,14206216
2020-04-16,49350.0,49350.0,48550.0,49000.0,44302.6796875,23349760
2020-04-17,50800.0,52000.0,50300.0,51400.0,46472.60546875,32041675
2020-04-20,51400.0,51400.0,50000.0,50100.0,45297.234375,21866354
2020-04-21,49400.0,49700.0,48700.0,49250.0,44528.70703125,27407543
2020-04-22,48700.0,50000.0,48350.0,49850.0,45071.1953125,18613864
2020-04-23,50200.0,50300.0,49500.0,49850.0,45071.1953125,18754442
2020-04-24,49650.0,49750.0,49000.0,49350.0,44619.125,15618347
2020-04-27,49350.0,50000.0,49100.0,49850.0,45071.1953125,14049471
2020-04-28,49850.0,50100.0,49300.0,50100.0,45297.234375,16095399
2020-04-29,49900.0,50500.0,49600.0,50000.0,45206.8046875,15604533
2020-05-04,48900.0,49100.0,48500.0,48500.0,43850.6015625,26083749
2020-05-06,49000.0,49200.0,48500.0,49200.0,44483.5078125,18070225
2020-05-07,49200.0,49300.0,48700.0,48800.0,44121.8515625,13884411
2020-05-08,49100.0,49350.0,48800.0,48800.0,44121.8515625,15319700
2020-05-11,48900.0,49250.0,48300.0,48400.0,43760.19921875,16357743
2020-05-12,48400.0,48500.0,47550.0,47900.0,43308.1328125,23433590
2020-05-13,47250.0,48550.0,47200.0,48550.0,43895.8203125,20223277
2020-05-14,47750.0,48100.0,47650.0,48000.0,43398.546875,19305974
2020-05-15,48400.0,48450.0,47700.0,47850.0,43262.921875,18463118
2020-05-18,47950.0,49100.0,47600.0,48800.0,44121.8515625,20481981
2020-05-19,50100.0,50500.0,49700.0,50300.0,45478.05078125,25168295
2020-05-20,50000.0,50200.0,49800.0,50000.0,45206.8046875,14896899
2020-05-21,50300.0,50400.0,49850.0,49950.0,45161.609375,14949266
2020-05-22,49600.0,49800.0,48600.0,48750.0,44076.64453125,19706284
2020-05-25,48750.0,48900.0,48450.0,48850.0,44167.05859375,14337913
2020-05-26,48700.0,49450.0,48600.0,49250.0,44528.70703125,15127490
2020-05-27,48950.0,50000.0,48800.0,49900.0,45116.40234375,19548479
2020-05-28,51100.0,51200.0,49900.0,50400.0,45568.46875,31309318
2020-05-29,50000.0,50700.0,49700.0,50700.0,45839.70703125,27596961
2020-06-01,50800.0,51200.0,50600.0,51200.0,46291.77734375,16949183
2020-06-02,51000.0,51500.0,50800.0,51400.0,46472.60546875,14247933
2020-06-03,51800.0,55000.0,51700.0,54500.0,49275.42578125,49257814
2020-06-04,55800.0,57000.0,54600.0,54600.0,49365.84375,40220334
2020-06-05,54400.0,55900.0,54000.0,55500.0,50179.56640625,22743629
2020-06-08,56400.0,56500.0,54700.0,54900.0,49637.08203125,25634965
2020-06-09,55800.0,56500.0,54400.0,55500.0,50179.56640625,23998831
2020-06-10,55100.0,55900.0,54900.0,55400.0,50089.14453125,16742493
2020-06-11,54500.0,55100.0,53200.0,54300.0,49094.59765625,33815123
2020-06-12,52100.0,52800.0,51500.0,52300.0,47286.33203125,26976019
2020-06-15,51400.0,52000.0,49900.0,49900.0,45116.40234375,28772921
2020-06-16,51200.0,52100.0,50600.0,52100.0,47105.50390625,21808375
2020-06-17,52100.0,52900.0,51300.0,52200.0,47195.921875,26672595
2020-06-18,52200.0,52300.0,51600.0,52300.0,47286.33203125,15982926
2020-06-19,52600.0,52900.0,51600.0,52900.0,47828.81640625,18157985
2020-06-22,52000.0,52600.0,51800.0,52000.0,47015.0859375,13801350
2020-06-23,52500.0,52800.0,51100.0,51400.0,46472.60546875,18086152
2020-06-24,51900.0,53900.0,51600.0,52900.0,47828.81640625,24519552
2020-06-25,52100.0,53000.0,51900.0,51900.0,46924.6796875,18541624
2020-06-26,52800.0,53900.0,52200.0,53300.0,48190.46875,21575360
2020-06-29,52500.0,53200.0,52000.0,52400.0,47693.51171875,17776925
2020-06-30,53900.0,53900.0,52800.0,52800.0,48057.578125,21157172
2020-07-01,53400.0,53600.0,52400.0,52600.0,47875.54296875,16706143
2020-07-02,52100.0,52900.0,52100.0,52900.0,48148.60546875,14142583
2020-07-03,53000.0,53600.0,52700.0,53600.0,48785.71875,11887868
2020-07-06,54000.0,55000.0,53800.0,55000.0,50059.97265625,19856623
2020-07-07,55800.0,55900.0,53400.0,53400.0,48603.6875,30760032
2020-07-08,53600.0,53900.0,52900.0,53000.0,48239.61328125,19664652
2020-07-09,53200.0,53600.0,52800.0,52800.0,48057.578125,17054850
2020-07-10,53100.0,53200.0,52300.0,52700.0,47966.55859375,13714746
2020-07-13,53300.0,53800.0,53100.0,53400.0,48603.6875,12240188
2020-07-14,53700.0,53800.0,53200.0,53800.0,48967.75390625,14269484
2020-07-15,54400.0,55000.0,54300.0,54700.0,49786.91796875,24051450
2020-07-16,54800.0,54800.0,53800.0,53800.0,48967.75390625,16779127
2020-07-17,54200.0,54700.0,54100.0,54400.0,49513.8671875,10096174
2020-07-20,54800.0,54800.0,54000.0,54200.0,49331.828125,10507530
2020-07-21,55200.0,55400.0,54800.0,55300.0,50333.03125,18297260
2020-07-22,55300.0,55500.0,54700.0,54700.0,49786.91796875,12885057
2020-07-23,54700.0,54700.0,53800.0,54100.0,49240.81640625,16214932
2020-07-24,54000.0,54400.0,53700.0,54200.0,49331.828125,10994535
2020-07-27,54300.0,55700.0,54300.0,55600.0,50606.08984375,21054421
2020-07-28,57000.0,58800.0,56400.0,58600.0,53336.6328125,48431566
2020-07-29,60300.0,60400.0,58600.0,59000.0,53700.70703125,36476611
2020-07-30,59700.0,60100.0,59000.0,59000.0,53700.70703125,19285354
2020-07-31,59500.0,59600.0,57700.0,57900.0,52699.49609375,21943345
2020-08-03,57800.0,57900.0,56700.0,56800.0,51698.3046875,21158940
2020-08-04,57200.0,58100.0,57000.0,57300.0,52153.390625,19419694
2020-08-05,57300.0,57500.0,56300.0,56900.0,51789.32421875,17739706
2020-08-06,57100.0,58400.0,57100.0,58000.0,52790.52734375,21625874
2020-08-07,57900.0,58400.0,57100.0,57500.0,52335.4296875,18751717
2020-08-10,57600.0,58300.0,57500.0,57800.0,52608.484375,17774291
2020-08-11,58000.0,59500.0,57800.0,58200.0,52972.5546875,24907912
2020-08-12,58200.0,59000.0,57700.0,59000.0,53700.70703125,18573934
2020-08-13,59400.0,59600.0,58000.0,58700.0,53427.6484375,22089460
2020-08-14,58000.0,58400.0,57700.0,58000.0,52790.52734375,15672548
2020-08-18,58900.0,59900.0,58000.0,58400.0,53154.5859375,25307825
2020-08-19,59000.0,59200.0,57800.0,57800.0,52608.484375,16930719
2020-08-20,57600.0,57600.0,55300.0,55400.0,50424.04296875,30386029
2020-08-21,56200.0,56900.0,55800.0,55900.0,50879.140625,21142288
2020-08-24,55800.0,56600.0,55400.0,56100.0,51061.17578125,15055896
2020-08-25,56400.0,56800.0,56100.0,56400.0,51334.23046875,14021705
2020-08-26,56400.0,56500.0,55700.0,56400.0,51334.23046875,17651593
2020-08-27,56300.0,56300.0,55600.0,55600.0,50606.08984375,16196568
2020-08-28,56100.0,56300.0,55400.0,55400.0,50424.04296875,14619888
2020-08-31,56000.0,56100.0,54000.0,54000.0,49149.7890625,32671367
2020-09-01,54100.0,54800.0,54100.0,54200.0,49331.828125,19363117
2020-09-02,54600.0,55100.0,54100.0,54400.0,49513.8671875,16905723
2020-09-03,55600.0,56700.0,55500.0,56400.0,51334.23046875,28384920
2020-09-04,55200.0,55800.0,55100.0,55600.0,50606.08984375,22139109
2020-09-07,56100.0,57300.0,55800.0,56500.0,51425.25390625,18685880
2020-09-08,57400.0,58700.0,57200.0,58700.0,53427.6484375,31517520
2020-09-09,58200.0,59300.0,57800.0,58400.0,53154.5859375,30597399
2020-09-10,59900.0,60000.0,59100.0,59200.0,53882.73828125,29923293
2020-09-11,59300.0,59400.0,58200.0,59000.0,53700.70703125,16017098
2020-09-14,60200.0,60800.0,59900.0,60400.0,54974.953125,20648281
2020-09-15,60900.0,61000.0,60500.0,61000.0,55521.06640625,17877075
2020-09-16,61100.0,61300.0,60600.0,61000.0,55521.06640625,17041444
2020-09-17,60700.0,60800.0,59300.0,59500.0,54155.79296875,25108356
2020-09-18,59800.0,59900.0,59100.0,59300.0,53973.7578125,18884571
2020-09-21,59100.0,60000.0,59000.0,59200.0,53882.73828125,15140387
2020-09-22,59100.0,59700.0,57800.0,58200.0,52972.5546875,20830381
2020-09-23,58400.0,58800.0,57400.0,58600.0,53336.6328125,20111398
2020-09-24,57700.0,58600.0,57600.0,57800.0,52608.484375,17564020
2020-09-25,57700.0,58200.0,57700.0,57900.0,52699.49609375,11444683
2020-09-28,58300.0,58800.0,57900.0,58200.0,53298.41796875,12614080
2020-09-29,58300.0,59000.0,58200.0,58200.0,53298.41796875,15503563
2020-10-05,57500.0,59200.0,57500.0,58700.0,53756.31640625,20228289
2020-10-06,59400.0,59900.0,58700.0,59000.0,54031.05078125,14463826
2020-10-07,58700.0,59900.0,58500.0,59900.0,54855.25,14861838
2020-10-08,60500.0,60700.0,59500.0,59700.0,54672.08984375,24589924
2020-10-12,60000.0,60400.0,59900.0,60400.0,55313.140625,16145837
2020-10-13,61000.0,61400.0,60400.0,60900.0,55771.03125,19247631
2020-10-14,61000.0,61100.0,60500.0,60900.0,55771.03125,16086716
2020-10-15,60700.0,60800.0,59700.0,60000.0,54946.8359375,17756232
2020-10-16,60000.0,60400.0,59000.0,59500.0,54488.94140625,16554190
2020-10-19,59600.0,60200.0,59500.0,60000.0,54946.8359375,14474985
2020-10-20,60300.0,60900.0,60100.0,60900.0,55771.03125,19326115
2020-10-21,61200.0,61500.0,60600.0,60900.0,55771.03125,15703443
2020-10-22,60300.0,60500.0,59800.0,60100.0,55038.40234375,14294095
2020-10-23,60400.0,60400.0,59800.0,60200.0,55129.98828125,9322232
2020-10-26,60400.0,61100.0,60100.0,60400.0,55313.140625,13268226
2020-10-27,60300.0,60300.0,59500.0,59800.0,54763.6796875,17260416
2020-10-28,59400.0,59400.0,58800.0,59000.0,54031.05078125,14428882
2020-10-29,58200.0,58500.0,57500.0,58100.0,53206.84765625,22636966
2020-10-30,58000.0,58000.0,56600.0,56600.0,51833.17578125,26907844
2020-11-02,56400.0,57500.0,56000.0,57400.0,52565.80078125,20489076
2020-11-03,57900.0,58900.0,57600.0,58800.0,53847.89453125,14950919
2020-11-04,58900.0,59000.0,57800.0,58500.0,53573.16015625,21718561
2020-11-05,59000.0,60300.0,58800.0,60300.0,55221.56640625,20639475
2020-11-06,60700.0,60800.0,59600.0,60100.0,55038.40234375,16910230
2020-11-09,60700.0,60900.0,60100.0,60200.0,55129.98828125,15892961
2020-11-10,60500.0,60500.0,59500.0,60200.0,55129.98828125,19073552
2020-11-11,60700.0,61400.0,60400.0,61300.0,56137.33984375,25628510
2020-11-12,61000.0,61400.0,60700.0,61000.0,55862.609375,19800573
2020-11-13,61300.0,63200.0,61000.0,63200.0,57877.328125,31508829
2020-11-16,64000.0,66700.0,63900.0,66300.0,60716.2421875,36354334
2020-11-17,67000.0,67000.0,65600.0,65700.0,60166.77734375,30204089
2020-11-18,65700.0,66200.0,64700.0,64800.0,59342.5703125,22963790
2020-11-19,64100.0,64800.0,63900.0,64600.0,59159.4140625,16590290
2020-11-20,63900.0,65200.0,63900.0,64700.0,59251.0,15068682
2020-11-23,64800.0,67800.0,64700.0,67500.0,61815.19140625,27134398
2020-11-24,67900.0,69500.0,67000.0,67700.0,61998.34375,32158235
2020-11-25,67900.0,68300.0,66500.0,66600.0,60990.984375,32447065
2020-11-26,66100.0,68000.0,66000.0,68000.0,62273.07421875,19023323
2020-11-27,68000.0,68400.0,67600.0,68200.0,62456.2265625,14063434
2020-11-30,68400.0,68600.0,66700.0,66700.0,61082.56640625,43811016
2020-12-01,67100.0,68300.0,67100.0,67800.0,62089.9140625,22327173
2020-12-02,68400.0,69900.0,68300.0,69500.0,63646.74609375,29703942
2020-12-03,70100.0,70500.0,69300.0,69700.0,63829.89453125,23677989
2020-12-04,70400.0,72100.0,70100.0,71500.0,65478.3046875,28130533
2020-12-07,72400.0,73500.0,71900.0,72900.0,66760.390625,28490496
2020-12-08,72200.0,72900.0,71600.0,71700.0,65661.4453125,25000338
2020-12-09,72100.0,73900.0,72000.0,73900.0,67676.15625,24077996
2020-12-10,72700.0,73800.0,72500.0,72900.0,66760.390625,39882928
2020-12-11,73500.0,73800.0,73100.0,73400.0,67218.2734375,18486672
2020-12-14,73600.0,74500.0,73200.0,73800.0,67584.6015625,21510415
2020-12-15,73800.0,74100.0,73300.0,73800.0,67584.6015625,20863671
2020-12-16,74100.0,74500.0,73400.0,73800.0,67584.6015625,17512081
2020-12-17,73400.0,73700.0,72600.0,73300.0,67126.703125,24293214
2020-12-18,73300.0,73700.0,73000.0,73000.0,66851.9765625,17613029
2020-12-21,73100.0,73400.0,72000.0,73000.0,66851.9765625,20367355
2020-12-22,72500.0,73200.0,72100.0,72300.0,66210.9296875,16304910
2020-12-23,72400.0,74000.0,72300.0,73900.0,67676.15625,19411326
2020-12-24,74100.0,78800.0,74000.0,77800.0,71247.7109375,32502870
2020-12-28,79000.0,80100.0,78200.0,78700.0,72071.9296875,40085044
2020-12-29,78800.0,78900.0,77300.0,78300.0,73510.1953125,30339449
2020-12-30,77400.0,81300.0,77300.0,81000.0,76045.0546875,29417421
2021-01-04,81000.0,84400.0,80200.0,83000.0,77922.703125,38655276
2021-01-05,81600.0,83900.0,81600.0,83900.0,78767.6328125,35335669
2021-01-06,83300.0,84500.0,82100.0,82200.0,77171.640625,42089013
2021-01-07,82800.0,84200.0,82700.0,82900.0,77828.8125,32644642
2021-01-08,83300.0,90000.0,83000.0,88800.0,83367.8984375,59013307
2021-01-11,90000.0,96800.0,89500.0,91000.0,85433.3203125,90306177
2021-01-12,90300.0,91400.0,87800.0,90600.0,85057.7890625,48682416
2021-01-13,89800.0,91200.0,89100.0,89700.0,84212.84375,36068848
2021-01-14,88700.0,90000.0,88700.0,89700.0,84212.84375,26393970
2021-01-15,89800.0,91800.0,88000.0,88000.0,82616.8359375,33431809
2021-01-18,86600.0,87300.0,84100.0,85000.0,79800.3515625,43227951
2021-01-19,84500.0,88000.0,83600.0,87000.0,81678.015625,39895044
2021-01-20,89000.0,89000.0,86500.0,87200.0,81865.765625,25211127
2021-01-21,87500.0,88600.0,86500.0,88100.0,82710.71875,25318011
2021-01-22,89000.0,89700.0,86800.0,86800.0,81490.2421875,30861661
2021-01-25,87000.0,89900.0,86300.0,89400.0,83931.2109375,27258534
2021-01-26,88800.0,89200.0,86500.0,86700.0,81396.359375,33178936
2021-01-27,86600.0,87700.0,85600.0,85600.0,80363.6484375,26423070
2021-01-28,83200.0,85600.0,83200.0,83700.0,78579.8828125,31859808
2021-01-29,84500.0,85000.0,82000.0,82000.0,76983.875,39615978
2021-02-01,81700.0,83400.0,81000.0,83000.0,77922.703125,28046832
2021-02-02,84100.0,86400.0,83700.0,84400.0,79237.0625,26302077
2021-02-03,84800.0,85400.0,83400.0,84600.0,79424.8125,22112205
2021-02-04,83500.0,83800.0,82100.0,82500.0,77453.2734375,24171688
2021-02-05,83100.0,84000.0,82500.0,83500.0,78392.1171875,18036835
2021-02-08,83800.0,84200.0,83000.0,83000.0,77922.703125,15338765
2021-02-09,84000.0,84800.0,82700.0,82700.0,77641.046875,20898332
2021-02-10,82600.0,82600.0,81600.0,81600.0,76608.3359375,23025766
2021-02-15,83800.0,84500.0,83300.0,84200.0,79049.296875,23529706
2021-02-16,84500.0,86000.0,84200.0,84900.0,79706.46875,20483100
2021-02-17,83900.0,84200.0,83000.0,83200.0,78110.4609375,18307735
2021-02-18,83200.0,83600.0,82100.0,82100.0,77077.75,21327683
2021-02-19,82300.0,82800.0,81000.0,82600.0,77547.171875,25880879
2021-02-22,83800.0,84200.0,82200.0,82200.0,77171.640625,25419886
2021-02-23,81200.0,82900.0,81100.0,82000.0,76983.875,20587314
2021-02-24,81800.0,83600.0,81300.0,82000.0,76983.875,26807651
2021-02-25,84000.0,85400.0,83000.0,85300.0,80082.0078125,34155986
2021-02-26,82800.0,83400.0,82000.0,82500.0,77453.2734375,38520800
2021-03-02,85100.0,85300.0,83000.0,83600.0,78486.0,33498180
2021-03-03,83500.0,84000.0,82800.0,84000.0,78861.53125,19882132
2021-03-04,82600.0,83200.0,82200.0,82400.0,77359.390625,24348331
2021-03-05,81100.0,82600.0,81100.0,82100.0,77077.75,20508971
2021-03-08,82900.0,83000.0,81600.0,82000.0,76983.875,17641256
2021-03-09,81400.0,81900.0,80600.0,81400.0,76420.5859375,25420764
2021-03-10,82400.0,82500.0,80700.0,80900.0,75951.1484375,20038422
2021-03-11,81000.0,82500.0,81000.0,82000.0,76983.875,23818297
2021-03-12,83100.0,83500.0,82400.0,82800.0,77734.9375,13530573
2021-03-15,82800.0,82900.0,81800.0,81800.0,76796.109375,13735798
2021-03-16,82200.0,83000.0,82100.0,82800.0,77734.9375,12293537
2021-03-17,82800.0,82900.0,82000.0,82300.0,77265.5234375,11625146
2021-03-18,82800.0,83800.0,82600.0,82900.0,77828.8125,18585244
2021-03-19,82100.0,82500.0,81800.0,81900.0,76889.9921875,15869700
2021-03-22,82000.0,82300.0,81700.0,82000.0,76983.875,12670506
2021-03-23,82600.0,82900.0,81800.0,81800.0,76796.109375,13299907
2021-03-24,81000.0,81600.0,80700.0,81000.0,76045.0546875,17926638
2021-03-25,81000.0,82100.0,80800.0,81200.0,76232.8203125,14758826
2021-03-26,81400.0,81600.0,81000.0,81500.0,76514.4453125,12845778
2021-03-29,81700.0,81700.0,81000.0,81600.0,76608.3359375,14952134
2021-03-30,81600.0,82300.0,81300.0,82200.0,77514.5703125,13121698
2021-03-31,82400.0,82700.0,81400.0,81400.0,76760.1796875,17240518
2021-04-01,82500.0,83000.0,82000.0,82900.0,78174.65625,18676461
2021-04-02,84000.0,85200.0,83900.0,84800.0,79966.359375,22997538
2021-04-05,85800.0,86000.0,84800.0,85400.0,80532.15625,16255990
2021-04-06,86200.0,86200.0,85100.0,86000.0,81097.9609375,19042023
2021-04-07,86100.0,86200.0,85400.0,85600.0,80720.7578125,17885538
2021-04-08,85700.0,85700.0,84100.0,84700.0,79872.0546875,19244259
2021-04-09,84700.0,84900.0,83400.0,83600.0,78834.7734375,18193707
2021-04-12,84100.0,84100.0,83100.0,83200.0,78457.5625,12915282
2021-04-13,83000.0,84500.0,82800.0,84000.0,79211.96875,15238206
2021-04-14,84000.0,84300.0,83400.0,84000.0,79211.96875,13794652
2021-04-15,83700.0,84500.0,83400.0,84100.0,79306.265625,16377412
2021-04-16,84700.0,84700.0,83600.0,83900.0,79117.65625,15429522
2021-04-19,83800.0,84000.0,83300.0,83300.0,78551.8515625,15287311
2021-04-20,83300.0,84000.0,83100.0,83900.0,79117.65625,15521965
2021-04-21,83300.0,83500.0,82500.0,82600.0,77891.765625,21636079
2021-04-22,82900.0,83000.0,82400.0,82400.0,77703.1640625,13934746
2021-04-23,81900.0,82900.0,81600.0,82800.0,78080.3671875,17805080
2021-04-26,82900.0,83500.0,82600.0,83500.0,78740.4609375,15489938
2021-04-27,83200.0,83300.0,82500.0,82900.0,78174.65625,12941533
2021-04-28,83200.0,83200.0,82100.0,82100.0,77420.2734375,15596759
2021-04-29,82400.0,82500.0,81500.0,81700.0,77043.0625,20000973
2021-04-30,81900.0,82100.0,81500.0,81500.0,76854.453125,18673197
2021-05-03,81000.0,82400.0,81000.0,81700.0,77043.0625,15710336
2021-05-04,81900.0,82600.0,81800.0,82600.0,77891.765625,12532550
2021-05-06,81700.0,82300.0,81700.0,82300.0,77608.8515625,17047511
2021-05-07,81800.0,82100.0,81500.0,81900.0,77231.65625,14154882
2021-05-10,82300.0,83500.0,81800.0,83200.0,78457.5625,19385027
2021-05-11,82500.0,82600.0,81100.0,81200.0,76571.5703125,28996680
2021-05-12,80800.0,81200.0,79800.0,80000.0,75439.96875,35812268
2021-05-13,78900.0,79600.0,78400.0,78500.0,74025.46875,31490096
2021-05-14,79000.0,80300.0,78900.0,80100.0,75534.265625,16450920
2021-05-17,80800.0,80900.0,79200.0,79600.0,75062.7578125,17740855
2021-05-18,79600.0,80000.0,79100.0,79600.0,75062.7578125,17494407
2021-05-20,79400.0,79700.0,79100.0,79500.0,74968.46875,16541828
2021-05-21,80100.0,81500.0,79800.0,80100.0,75534.265625,20961714
2021-05-24,80100.0,80400.0,79500.0,79700.0,75157.0703125,13398666
2021-05-25,80000.0,80400.0,79800.0,79900.0,75345.671875,13628942
2021-05-26,80400.0,80500.0,79700.0,79800.0,75251.3671875,11984359
2021-05-27,80000.0,80000.0,79100.0,79600.0,75062.7578125,23198510
2021-05-28,79800.0,80400.0,79400.0,80100.0,75534.265625,12360199
2021-05-31,80300.0,80600.0,79600.0,80500.0,75911.453125,13321324
2021-06-01,80500.0,81300.0,80100.0,80600.0,76005.765625,14058401
2021-06-02,80400.0,81400.0,80300.0,80800.0,76194.375,16414644
2021-06-03,81300.0,83000.0,81100.0,82800.0,78080.3671875,29546007
2021-06-04,82700.0,82700.0,81500.0,82200.0,77514.5703125,18112259
2021-06-07,82700.0,82800.0,81600.0,81900.0,77231.65625,16496197
2021-06-08,82300.0,82600.0,81800.0,81900.0,77231.65625,12781226
2021-06-09,81500.0,82000.0,81100.0,81100.0,76477.2578125,14908823
2021-06-10,81300.0,81400.0,80900.0,81000.0,76382.96875,17586995
2021-06-11,81200.0,81700.0,80700.0,81000.0,76382.96875,14087962
2021-06-14,80800.0,80900.0,80500.0,80500.0,75911.453125,10550078
2021-06-15,80900.0,81200.0,80600.0,80900.0,76288.671875,10075685
2021-06-16,81500.0,81900.0,81100.0,81800.0,77137.3671875,14999855
2021-06-17,81100.0,81300.0,80700.0,80900.0,76288.671875,14007385
2021-06-18,81100.0,81100.0,80500.0,80500.0,75911.453125,14916721
2021-06-21,79700.0,80000.0,79600.0,79900.0,75345.671875,16063340
2021-06-22,80200.0,80300.0,79900.0,80000.0,75439.96875,11773365
2021-06-23,80500.0,80600.0,79900.0,80100.0,75534.265625,13856548
2021-06-24,80400.0,81400.0,80100.0,81200.0,76571.5703125,18771080
2021-06-25,81500.0,81900.0,81200.0,81600.0,76948.7734375,13481405
2021-06-28,81700.0,82000.0,81600.0,81900.0,77231.65625,11578529
2021-06-29,81900.0,82100.0,80800.0,81000.0,76721.1328125,15744317
2021-06-30,81100.0,81400.0,80700.0,80700.0,76437.0,13288643
2021-07-01,80500.0,80600.0,80000.0,80100.0,75868.6875,13382882
2021-07-02,80000.0,80400.0,79900.0,80000.0,75773.953125,8753097
2021-07-05,80100.0,80800.0,80000.0,80400.0,76152.8359375,8330969
2021-07-06,80600.0,81200.0,80500.0,81200.0,76910.5703125,12131651
2021-07-07,81200.0,81300.0,80300.0,80800.0,76531.7109375,15992202
2021-07-08,81100.0,81200.0,79900.0,79900.0,75679.2578125,16660998
2021-07-09,79600.0,79800.0,79000.0,79400.0,75205.65625,22720577
2021-07-12,79900.0,80000.0,79500.0,79700.0,75489.8125,9768108
